repetition,generation,diversity
5,10,0.6635938059434306
5,11,0.6571546052631551
5,12,0.6552145989974951
5,13,0.6334439894378796
5,14,0.6064346133190116
5,15,0.5665462764053012
5,16,0.5178851145721453
5,17,0.5091964285714283
5,18,0.5000288668098835
5,19,0.4987918456856427
5,20,0.49854211421410705
5,21,0.501638471177944
5,22,0.5133354591836731
5,23,0.5114734380594358
5,24,0.47677273540995263
5,25,0.4212109514858567
5,26,0.31736786161833364
5,27,0.2479656731113495
5,28,0.164837875939849
5,29,0.1277222073039741
5,30,0.07849847833870376
6,0,0.9896277524167636
6,1,0.9632733619763713
6,2,0.9073010651629088
6,3,0.8425002237737206
6,4,0.7952195220193338
6,5,0.770438037056929
6,6,0.7522470238095247
6,7,0.7246358082706786
6,8,0.689199225742929
6,9,0.6319429153240216
6,10,0.5784334720730429
6,11,0.536146168993915
6,12,0.5203720238095235
6,13,0.5055858395989978
6,14,0.48520900465449407
6,15,0.48227566684568624
6,16,0.498439849624062
6,17,0.5080486931614752
6,18,0.5021192490153957
6,19,0.4915555630146828
6,20,0.4613181390977436
6,21,0.42615366541353633
6,22,0.31852286967418564
6,23,0.2379438551736477
6,24,0.19070969835302448
6,25,0.17722005907626165
6,26,0.1892555048335127
6,27,0.1916318698532044
6,28,0.20108384801288928
6,29,0.19535624776226293
6,30,0.17845864661654143
7,0,0.9894999776226294
7,1,0.9660748970640891
7,2,0.9382018662728226
7,3,0.9097685060866408
7,4,0.871970327604728
7,5,0.8554484425349097
7,6,0.8326006981740085
7,7,0.797372672753307
7,8,0.7552299274973183
7,9,0.7211632876834962
7,10,0.7269680898675256
7,11,0.6989519557823137
7,12,0.6901641380236324
7,13,0.6698739035087731
7,14,0.6624287280701742
7,15,0.651903754923023
7,16,0.6420355576441102
7,17,0.6332263694951665
7,18,0.6178698979591865
7,19,0.5987483216970986
7,20,0.5796259622269969
7,21,0.5323608127461508
7,22,0.4983364661654117
7,23,0.4318353920515577
7,24,0.3863920963122088
7,25,0.366091568206231
7,26,0.31177765843179606
7,27,0.2760634846043675
7,28,0.2578470730397415
7,29,0.25312276226279923
7,30,0.24724523361976236
8,0,0.9895908297529579
8,1,0.9655688327962842
8,2,0.9390592552810655
8,3,0.9101878580379482
8,4,0.8743506086645164
8,5,0.8185439044038675
8,6,0.7893437835660602
8,7,0.7205652524167551
8,8,0.6492042606516288
8,9,0.6019014052989605
8,10,0.6062309792338008
8,11,0.5679581766917311
8,12,0.5281056435732195
8,13,0.5255646929824582
8,14,0.5042289876476899
8,15,0.468991004296454
8,16,0.4237243779090595
8,17,0.3575951038310061
8,18,0.35785747851772365
8,19,0.34582818653777303
8,20,0.3515844298245611
8,21,0.37187175528105915
8,22,0.34921533745076855
8,23,0.3204836868958124
8,24,0.30982579215896994
8,25,0.31168781328320827
8,26,0.30020162012173346
8,27,0.3095710257787335
8,28,0.28611215538847085
8,29,0.28426937880415365
8,30,0.2391601772287858
9,0,0.9895725921947811
9,1,0.9678283879341252
9,2,0.9439773540995309
9,3,0.9341279538131005
9,4,0.9068549722520561
9,5,0.8621299901539534
9,6,0.8224999999999999
9,7,0.8164754520229165
9,8,0.8030337003222346
9,9,0.7855601056211958
9,10,0.770214263336916
9,11,0.7541687925170063
9,12,0.706860007160758
9,13,0.7068211824203371
9,14,0.6932843268886513
9,15,0.6961061134980308
9,16,0.6696240601503743
9,17,0.6178635204081618
9,18,0.5550463211600443
9,19,0.4423593582169697
9,20,0.3865932688865031
9,21,0.32781742302183914
9,22,0.2737155388471177
9,23,0.24997616809881829
9,24,0.28638873970640866
9,25,0.2947199471894015
9,26,0.28676042785535283
9,27,0.28540200948800726
9,28,0.2964564312567135
9,29,0.30118174901539335
9,30,0.2942793367346932
