repetition,generation,diversity
0,0,1.0
0,1,0.9752568922305784
0,2,0.9080043859649123
0,3,0.8469674185463737
0,4,0.708543233082706
0,5,0.6581265664160377
0,6,0.5611716791979946
0,7,0.4918264411027535
0,8,0.45049498746867056
0,9,0.46930137844611447
0,10,0.4989035087719299
0,11,0.4508803258145345
0,12,0.43090225563909945
0,13,0.3824718045112801
0,14,0.37870300751879704
0,15,0.3297775689223067
0,16,0.20738721804510998
0,17,0.12857456140350648
0,18,0.13586152882205516
0,19,0.16527568922305524
0,20,0.15627819548871738
0,21,0.13951754385964762
0,22,0.14255325814536018
0,23,0.15767230576440994
0,24,0.14881265664160073
0,25,0.1360494987468635
0,26,0.13395050125313024
0,27,0.11787907268170178
0,28,0.1320300751879677
0,29,0.12026629072681592
0,30,0.10940476190476062
1,0,1.0
1,1,0.9721741854636596
1,2,0.9192167919799537
1,3,0.8750469924812087
1,4,0.8305482456140459
1,5,0.7281296992481255
1,6,0.6974718045112844
1,7,0.694583333333336
1,8,0.7022368421052682
1,9,0.6904291979949937
1,10,0.6584241854636614
1,11,0.5496961152882224
1,12,0.3843233082706766
1,13,0.3904761904761918
1,14,0.4008897243107796
1,15,0.40245614035088156
1,16,0.35630012531328703
1,17,0.37220238095237945
1,18,0.42189223057644276
1,19,0.424598997493736
1,20,0.35647556390977736
1,21,0.30955513784461275
1,22,0.35076127819549163
1,23,0.341434837092737
1,24,0.33459273182957633
1,25,0.26729949874686826
1,26,0.21045426065162795
1,27,0.23620300751879772
1,28,0.2266071428571438
1,29,0.2230701754385962
1,30,0.23782581453634075
2,0,1.0
2,1,0.9770394736842112
2,2,0.9469204260651665
2,3,0.917872807017545
2,4,0.8651472431077785
2,5,0.7495989974937407
2,6,0.43215852130325333
2,7,0.4117637844611543
2,8,0.3853602756892246
2,9,0.3393546365914785
2,10,0.2971898496240603
2,11,0.3604197994987482
2,12,0.37844298245614044
2,13,0.3604511278195483
2,14,0.3840476190476235
2,15,0.35796992481203277
2,16,0.2815131578947374
2,17,0.2086058897243108
2,18,0.208079573934838
2,19,0.21456140350876926
2,20,0.2061215538847123
2,21,0.16349937343358265
2,22,0.19005639097744326
2,23,0.18279761904761876
2,24,0.19345238095238018
2,25,0.16118734335839535
2,26,0.17781641604009904
2,27,0.17821428571428355
2,28,0.18166040100250422
2,29,0.18881265664160274
2,30,0.17914473684210255
3,0,1.0
3,1,0.980557644110276
3,2,0.9369799498746901
3,3,0.819508145363409
3,4,0.7474248120300774
3,5,0.7090162907268214
3,6,0.6626002506265698
3,7,0.6611434837092722
3,8,0.6175469924812009
3,9,0.44406328320801686
3,10,0.2920833333333306
3,11,0.2519016290726808
3,12,0.23126566416040112
3,13,0.2716854636591429
3,14,0.2321679197994958
3,15,0.1854573934837078
3,16,0.1819204260651603
3,17,0.1631735588972412
3,18,0.1442669172932309
3,19,0.13908521303257826
3,20,0.14280075187969649
3,21,0.14288220551378114
3,22,0.11420426065162828
3,23,0.13142230576441047
3,24,0.15053571428571294
