repetition,generation,diversity
6,27,0.03890664160401026
6,28,0.0409461152882209
6,29,0.04261904761904933
6,30,0.04314223057644098
7,0,1.0
7,1,0.9794830827067676
7,2,0.9469486215538883
7,3,0.9023402255639156
7,4,0.8659868421052679
7,5,0.8028853383458666
7,6,0.7470614035087803
7,7,0.7254667919799476
7,8,0.6712750626566386
7,9,0.6054291979949868
7,10,0.4391384711779438
7,11,0.26605263157894693
7,12,0.21313283208020378
7,13,0.20594298245614062
7,14,0.1748684210526303
7,15,0.16982142857142687
7,16,0.18123120300751766
7,17,0.1451691729323298
7,18,0.11682017543859617
7,19,0.10917919799498818
7,20,0.12437343358395768
7,21,0.10642543859649282
7,22,0.119483082706767
7,23,0.11652255639097778
7,24,0.1256829573934828
7,25,0.11809210526315665
7,26,0.11268170426065048
7,27,0.07328320802005063
7,28,0.08471804511278301
7,29,0.05777255639097951
7,30,0.04622493734335956
8,0,1.0
8,1,0.9740570175438584
8,2,0.9417575187969945
8,3,0.8943515037594055
8,4,0.8469172932330894
8,5,0.7722650375939973
8,6,0.7207675438596544
8,7,0.6639567669172941
8,8,0.5504918546365914
8,9,0.38948934837092514
8,10,0.265175438596494
8,11,0.28391604010024835
8,12,0.2843577694235598
8,13,0.2314411027568906
8,14,0.22707080200501198
8,15,0.2563878446115312
8,16,0.29854949874686904
8,17,0.28307644110275587
8,18,0.22975563909774901
8,19,0.11814536340852105
8,20,0.09843358395989889
8,21,0.09544172932330774
8,22,0.10115601503759365
8,23,0.08233395989975181
8,24,0.0902976190476182
8,25,0.10185150375939697
8,26,0.10054511278195205
8,27,0.0974561403508754
8,28,0.1095895989974913
8,29,0.12774122807017266
8,30,0.12313596491227884
9,0,1.0
9,1,0.9771835839599005
9,2,0.942709899749375
9,3,0.8651629072681744
9,4,0.7008583959899789
9,5,0.5530858395989969
9,6,0.4356296992481163
9,7,0.4258709273182944
9,8,0.40454887218044744
9,9,0.37225877192982665
9,10,0.3368640350877194
9,11,0.31200187969924886
9,12,0.29717418546366053
9,13,0.2977474937343368
9,14,0.2911058897243132
9,15,0.25010651629072883
9,16,0.1874436090225592
9,17,0.1126535087719274
9,18,0.11864974937343208
9,19,0.19508458646616428
9,20,0.23278195488721964
9,21,0.2055576441102801
9,22,0.1255733082706762
9,23,0.05492794486215732
9,24,0.052058270676694336
9,25,0.05551378446115502
9,26,0.06189849624060447
9,27,0.05455827067669504
9,28,0.05945175438596762
9,29,0.06383458646616745
9,30,0.06596804511278351
